variety_id,variety_slug,category,usda_zone,indoor_sow_start,indoor_sow_end,outdoor_transplant_start,outdoor_transplant_end,direct_sow_start,direct_sow_end,harvest_start,harvest_end
807,armenian-cucumber,cucumber,6,April,April,May,June,May,July,August,October
807,armenian-cucumber,cucumber,7,March,April,May,May,May,June,August,September
807,armenian-cucumber,cucumber,8,March,March,April,May,April,June,July,September
807,armenian-cucumber,cucumber,9,February,February,March,April,March,May,June,August
807,armenian-cucumber,cucumber,10,January,February,March,March,March,April,June,July
807,armenian-cucumber,cucumber,11,January,January,February,February,February,March,May,June
807,armenian-cucumber,cucumber,12,January,January,February,February,February,March,May,June
807,armenian-cucumber,cucumber,13,January,January,February,February,February,March,May,June
808,parisian-pickling-gherkin,cucumber,1,June,June,July,August,July,September,September,August
808,parisian-pickling-gherkin,cucumber,2,May,June,July,July,July,August,September,September
808,parisian-pickling-gherkin,cucumber,3,May,May,June,July,June,August,August,October
808,parisian-pickling-gherkin,cucumber,4,April,May,June,June,June,July,August,October
808,parisian-pickling-gherkin,cucumber,5,April,April,May,June,May,July,August,September
808,parisian-pickling-gherkin,cucumber,6,April,April,May,June,May,July,July,September
808,parisian-pickling-gherkin,cucumber,7,March,April,May,May,May,June,July,August
808,parisian-pickling-gherkin,cucumber,8,March,March,April,May,April,June,June,August
808,parisian-pickling-gherkin,cucumber,9,February,February,March,April,March,May,May,July
808,parisian-pickling-gherkin,cucumber,10,January,February,March,March,March,April,May,June
808,parisian-pickling-gherkin,cucumber,11,January,January,February,February,February,March,April,May
808,parisian-pickling-gherkin,cucumber,12,January,January,February,February,February,March,April,May
808,parisian-pickling-gherkin,cucumber,13,January,January,February,February,February,March,April,May
809,muncher-cucumber,cucumber,1,June,June,July,August,July,September,October,August
809,muncher-cucumber,cucumber,2,May,June,July,July,July,August,September,September
809,muncher-cucumber,cucumber,3,May,May,June,July,June,August,September,October
809,muncher-cucumber,cucumber,4,April,May,June,June,June,July,August,October
809,muncher-cucumber,cucumber,5,April,April,May,June,May,July,August,October
809,muncher-cucumber,cucumber,6,April,April,May,June,May,July,August,September
809,muncher-cucumber,cucumber,7,March,April,May,May,May,June,July,September
809,muncher-cucumber,cucumber,8,March,March,April,May,April,June,July,August
809,muncher-cucumber,cucumber,9,February,February,March,April,March,May,June,July
809,muncher-cucumber,cucumber,10,January,February,March,March,March,April,May,July
809,muncher-cucumber,cucumber,11,January,January,February,February,February,March,April,June
809,muncher-cucumber,cucumber,12,January,January,February,February,February,March,April,June
809,muncher-cucumber,cucumber,13,January,January,February,February,February,March,April,June
810,painted-serpent-cucumber,cucumber,1,June,June,July,August,July,September,October,August
810,painted-serpent-cucumber,cucumber,2,May,June,July,July,July,August,September,September
810,painted-serpent-cucumber,cucumber,3,May,May,June,July,June,August,September,October
810,painted-serpent-cucumber,cucumber,4,April,May,June,June,June,July,September,October
810,painted-serpent-cucumber,cucumber,5,April,April,May,June,May,July,August,October
810,painted-serpent-cucumber,cucumber,6,April,April,May,June,May,July,August,September
810,painted-serpent-cucumber,cucumber,7,March,April,May,May,May,June,July,September
810,painted-serpent-cucumber,cucumber,8,March,March,April,May,April,June,July,August
810,painted-serpent-cucumber,cucumber,9,February,February,March,April,March,May,June,July
810,painted-serpent-cucumber,cucumber,10,January,February,March,March,March,April,May,July
810,painted-serpent-cucumber,cucumber,11,January,January,February,February,February,March,April,June
810,painted-serpent-cucumber,cucumber,12,January,January,February,February,February,March,April,June
810,painted-serpent-cucumber,cucumber,13,January,January,February,February,February,March,April,June
811,telegraph-improved,cucumber,1,June,June,July,August,July,September,October,August
811,telegraph-improved,cucumber,2,May,June,July,July,July,August,September,September
811,telegraph-improved,cucumber,3,May,May,June,July,June,August,September,October
811,telegraph-improved,cucumber,4,April,May,June,June,June,July,September,October
811,telegraph-improved,cucumber,5,April,April,May,June,May,July,August,October
811,telegraph-improved,cucumber,6,April,April,May,June,May,July,August,September
811,telegraph-improved,cucumber,7,March,April,May,May,May,June,July,September
811,telegraph-improved,cucumber,8,March,March,April,May,April,June,July,August
811,telegraph-improved,cucumber,9,February,February,March,April,March,May,June,July
811,telegraph-improved,cucumber,10,January,February,March,March,March,April,May,July
811,telegraph-improved,cucumber,11,January,January,February,February,February,March,April,June
811,telegraph-improved,cucumber,12,January,January,February,February,February,March,April,June
811,telegraph-improved,cucumber,13,January,January,February,February,February,March,April,June
812,ashley-cucumber,cucumber,1,June,June,July,August,July,September,October,August
812,ashley-cucumber,cucumber,2,May,June,July,July,July,August,September,September
812,ashley-cucumber,cucumber,3,May,May,June,July,June,August,September,October
812,ashley-cucumber,cucumber,4,April,May,June,June,June,July,September,October
812,ashley-cucumber,cucumber,5,April,April,May,June,May,July,August,October
812,ashley-cucumber,cucumber,6,April,April,May,June,May,July,August,September
812,ashley-cucumber,cucumber,7,March,April,May,May,May,June,July,September
812,ashley-cucumber,cucumber,8,March,March,April,May,April,June,July,August
812,ashley-cucumber,cucumber,9,February,February,March,April,March,May,June,July
812,ashley-cucumber,cucumber,10,January,February,March,March,March,April,May,July
812,ashley-cucumber,cucumber,11,January,January,February,February,February,March,April,June
812,ashley-cucumber,cucumber,12,January,January,February,February,February,March,April,June
812,ashley-cucumber,cucumber,13,January,January,February,February,February,March,April,June
813,palace-king-cucumber,cucumber,1,June,June,July,August,July,September,October,August
813,palace-king-cucumber,cucumber,2,May,June,July,July,July,August,September,September
813,palace-king-cucumber,cucumber,3,May,May,June,July,June,August,September,October
813,palace-king-cucumber,cucumber,4,April,May,June,June,June,July,August,October
813,palace-king-cucumber,cucumber,5,April,April,May,June,May,July,August,October
813,palace-king-cucumber,cucumber,6,April,April,May,June,May,July,August,September
813,palace-king-cucumber,cucumber,7,March,April,May,May,May,June,July,September
813,palace-king-cucumber,cucumber,8,March,March,April,May,April,June,July,August
813,palace-king-cucumber,cucumber,9,February,February,March,April,March,May,June,July
813,palace-king-cucumber,cucumber,10,January,February,March,March,March,April,May,July
813,palace-king-cucumber,cucumber,11,January,January,February,February,February,March,April,June
813,palace-king-cucumber,cucumber,12,January,January,February,February,February,March,April,June
813,palace-king-cucumber,cucumber,13,January,January,February,February,February,March,April,June
814,picklebush-cucumber,cucumber,1,June,June,July,August,July,September,September,August
814,picklebush-cucumber,cucumber,2,May,June,July,July,July,August,September,September
814,picklebush-cucumber,cucumber,3,May,May,June,July,June,August,August,October
814,picklebush-cucumber,cucumber,4,April,May,June,June,June,July,August,October
814,picklebush-cucumber,cucumber,5,April,April,May,June,May,July,August,September
814,picklebush-cucumber,cucumber,6,April,April,May,June,May,July,July,September
814,picklebush-cucumber,cucumber,7,March,April,May,May,May,June,July,August
814,picklebush-cucumber,cucumber,8,March,March,April,May,April,June,June,August
814,picklebush-cucumber,cucumber,9,February,February,March,April,March,May,May,July
814,picklebush-cucumber,cucumber,10,January,February,March,March,March,April,May,June
814,picklebush-cucumber,cucumber,11,January,January,February,February,February,March,April,May
814,picklebush-cucumber,cucumber,12,January,January,February,February,February,March,April,May
814,picklebush-cucumber,cucumber,13,January,January,February,February,February,March,April,May
815,tendergreen-burpless-cucumber,cucumber,1,June,June,July,August,July,September,October,August
815,tendergreen-burpless-cucumber,cucumber,2,May,June,July,July,July,August,September,September
815,tendergreen-burpless-cucumber,cucumber,3,May,May,June,July,June,August,September,October
815,tendergreen-burpless-cucumber,cucumber,4,April,May,June,June,June,July,September,October
815,tendergreen-burpless-cucumber,cucumber,5,April,April,May,June,May,July,August,October
815,tendergreen-burpless-cucumber,cucumber,6,April,April,May,June,May,July,August,September
815,tendergreen-burpless-cucumber,cucumber,7,March,April,May,May,May,June,July,September
815,tendergreen-burpless-cucumber,cucumber,8,March,March,April,May,April,June,July,August
815,tendergreen-burpless-cucumber,cucumber,9,February,February,March,April,March,May,June,July
815,tendergreen-burpless-cucumber,cucumber,10,January,February,March,March,March,April,May,July
815,tendergreen-burpless-cucumber,cucumber,11,January,January,February,February,February,March,April,June
815,tendergreen-burpless-cucumber,cucumber,12,January,January,February,February,February,March,April,June
815,tendergreen-burpless-cucumber,cucumber,13,January,January,February,February,February,March,April,June
816,crystal-apple-cucumber,cucumber,1,June,June,July,August,July,September,October,August
816,crystal-apple-cucumber,cucumber,2,May,June,July,July,July,August,September,September
816,crystal-apple-cucumber,cucumber,3,May,May,June,July,June,August,September,October
816,crystal-apple-cucumber,cucumber,4,April,May,June,June,June,July,September,October
816,crystal-apple-cucumber,cucumber,5,April,April,May,June,May,July,August,October
816,crystal-apple-cucumber,cucumber,6,April,April,May,June,May,July,August,September
816,crystal-apple-cucumber,cucumber,7,March,April,May,May,May,June,July,September
816,crystal-apple-cucumber,cucumber,8,March,March,April,May,April,June,July,August
816,crystal-apple-cucumber,cucumber,9,February,February,March,April,March,May,June,July
816,crystal-apple-cucumber,cucumber,10,January,February,March,March,March,April,May,July
816,crystal-apple-cucumber,cucumber,11,January,January,February,February,February,March,April,June
816,crystal-apple-cucumber,cucumber,12,January,January,February,February,February,March,April,June
816,crystal-apple-cucumber,cucumber,13,January,January,February,February,February,March,April,June
817,kirby-cucumber,cucumber,1,June,June,July,August,July,September,September,August
817,kirby-cucumber,cucumber,2,May,June,July,July,July,August,September,September
817,kirby-cucumber,cucumber,3,May,May,June,July,June,August,August,October
817,kirby-cucumber,cucumber,4,April,May,June,June,June,July,August,October
817,kirby-cucumber,cucumber,5,April,April,May,June,May,July,August,September
817,kirby-cucumber,cucumber,6,April,April,May,June,May,July,July,September
817,kirby-cucumber,cucumber,7,March,April,May,May,May,June,July,August
817,kirby-cucumber,cucumber,8,March,March,April,May,April,June,June,August
817,kirby-cucumber,cucumber,9,February,February,March,April,March,May,May,July
817,kirby-cucumber,cucumber,10,January,February,March,March,March,April,May,June
817,kirby-cucumber,cucumber,11,January,January,February,February,February,March,April,May
817,kirby-cucumber,cucumber,12,January,January,February,February,February,March,April,May
817,kirby-cucumber,cucumber,13,January,January,February,February,February,March,April,May
818,english-telegraph,cucumber,1,June,June,July,August,July,September,October,August
818,english-telegraph,cucumber,2,May,June,July,July,July,August,September,September
818,english-telegraph,cucumber,3,May,May,June,July,June,August,September,October
818,english-telegraph,cucumber,4,April,May,June,June,June,July,September,October
818,english-telegraph,cucumber,5,April,April,May,June,May,July,August,October
818,english-telegraph,cucumber,6,April,April,May,June,May,July,August,September
818,english-telegraph,cucumber,7,March,April,May,May,May,June,July,September
818,english-telegraph,cucumber,8,March,March,April,May,April,June,July,August
818,english-telegraph,cucumber,9,February,February,March,April,March,May,June,July
818,english-telegraph,cucumber,10,January,February,March,March,March,April,May,July
818,english-telegraph,cucumber,11,January,January,February,February,February,March,April,June
818,english-telegraph,cucumber,12,January,January,February,February,February,March,April,June
818,english-telegraph,cucumber,13,January,January,February,February,February,March,April,June
819,mexican-sour-gherkin,cucumber,1,June,June,July,August,July,September,October,August
819,mexican-sour-gherkin,cucumber,2,May,June,July,July,July,August,September,September
819,mexican-sour-gherkin,cucumber,3,May,May,June,July,June,August,September,October
819,mexican-sour-gherkin,cucumber,4,April,May,June,June,June,July,September,October
819,mexican-sour-gherkin,cucumber,5,April,April,May,June,May,July,August,October
819,mexican-sour-gherkin,cucumber,6,April,April,May,June,May,July,August,September
819,mexican-sour-gherkin,cucumber,7,March,April,May,May,May,June,July,September
819,mexican-sour-gherkin,cucumber,8,March,March,April,May,April,June,July,August
819,mexican-sour-gherkin,cucumber,9,February,February,March,April,March,May,June,July
819,mexican-sour-gherkin,cucumber,10,January,February,March,March,March,April,May,July
819,mexican-sour-gherkin,cucumber,11,January,January,February,February,February,March,April,June
819,mexican-sour-gherkin,cucumber,12,January,January,February,February,February,March,April,June
819,mexican-sour-gherkin,cucumber,13,January,January,February,February,February,March,April,June
820,salad-bush,cucumber,1,June,June,July,August,July,September,September,August
820,salad-bush,cucumber,2,May,June,July,July,July,August,September,September
820,salad-bush,cucumber,3,May,May,June,July,June,August,August,October
820,salad-bush,cucumber,4,April,May,June,June,June,July,August,October
820,salad-bush,cucumber,5,April,April,May,June,May,July,August,September
820,salad-bush,cucumber,6,April,April,May,June,May,July,July,September
820,salad-bush,cucumber,7,March,April,May,May,May,June,July,August
820,salad-bush,cucumber,8,March,March,April,May,April,June,June,August
820,salad-bush,cucumber,9,February,February,March,April,March,May,May,July
820,salad-bush,cucumber,10,January,February,March,March,March,April,May,June
820,salad-bush,cucumber,11,January,January,February,February,February,March,April,May
820,salad-bush,cucumber,12,January,January,February,February,February,March,April,May
820,salad-bush,cucumber,13,January,January,February,February,February,March,April,May
821,chicago-pickling,cucumber,1,June,June,July,August,July,September,October,August
821,chicago-pickling,cucumber,2,May,June,July,July,July,August,September,September
821,chicago-pickling,cucumber,3,May,May,June,July,June,August,September,October
821,chicago-pickling,cucumber,4,April,May,June,June,June,July,August,October
821,chicago-pickling,cucumber,5,April,April,May,June,May,July,August,September
821,chicago-pickling,cucumber,6,April,April,May,June,May,July,August,September
821,chicago-pickling,cucumber,7,March,April,May,May,May,June,July,September
821,chicago-pickling,cucumber,8,March,March,April,May,April,June,July,August
821,chicago-pickling,cucumber,9,February,February,March,April,March,May,June,July
821,chicago-pickling,cucumber,10,January,February,March,March,March,April,May,July
821,chicago-pickling,cucumber,11,January,January,February,February,February,March,April,June
821,chicago-pickling,cucumber,12,January,January,February,February,February,March,April,June
821,chicago-pickling,cucumber,13,January,January,February,February,February,March,April,June
883,nasturtium-alaska-mix,flower,1,May,June,July,August,July,September,,
883,nasturtium-alaska-mix,flower,2,April,May,June,July,June,August,,
883,nasturtium-alaska-mix,flower,3,April,May,June,July,June,August,,
883,nasturtium-alaska-mix,flower,4,March,April,June,June,June,July,,
883,nasturtium-alaska-mix,flower,5,March,April,May,June,May,July,,
883,nasturtium-alaska-mix,flower,6,March,April,May,June,May,July,,
883,nasturtium-alaska-mix,flower,7,February,March,April,May,April,June,,
883,nasturtium-alaska-mix,flower,8,February,March,April,May,April,June,,
883,nasturtium-alaska-mix,flower,9,January,February,March,April,March,May,,
883,nasturtium-alaska-mix,flower,10,January,January,February,March,February,April,,
883,nasturtium-alaska-mix,flower,11,January,January,January,February,January,March,,
883,nasturtium-alaska-mix,flower,12,January,January,January,February,January,March,,
883,nasturtium-alaska-mix,flower,13,January,January,January,February,January,March,,
1298,little-leaf-cucumber,cucumber,1,June,June,July,August,July,September,September,August
1298,little-leaf-cucumber,cucumber,2,May,June,July,July,July,August,September,September
1298,little-leaf-cucumber,cucumber,3,,,June,August,,,,
1298,little-leaf-cucumber,cucumber,4,,,June,July,,,,
1298,little-leaf-cucumber,cucumber,5,,,May,July,,,,
1298,little-leaf-cucumber,cucumber,6,,,May,July,,,,
1298,little-leaf-cucumber,cucumber,7,,,May,June,,,,
1298,little-leaf-cucumber,cucumber,8,,,April,June,,,,
1298,little-leaf-cucumber,cucumber,9,,,March,May,,,,
1298,little-leaf-cucumber,cucumber,10,,,March,April,,,,
1298,little-leaf-cucumber,cucumber,11,January,January,February,February,February,March,April,May
1298,little-leaf-cucumber,cucumber,12,January,January,February,February,February,March,April,May
1298,little-leaf-cucumber,cucumber,13,January,January,February,February,February,March,April,May
1300,jack-be-little-pumpkin,squash,1,,,,,July,August,November,August
1300,jack-be-little-pumpkin,squash,2,,,,,June,August,October,September
1300,jack-be-little-pumpkin,squash,3,,,June,August,,,,
1300,jack-be-little-pumpkin,squash,4,,,June,July,,,,
1300,jack-be-little-pumpkin,squash,5,,,May,July,,,,
1300,jack-be-little-pumpkin,squash,6,,,May,July,,,,
1300,jack-be-little-pumpkin,squash,7,,,May,June,,,,
1300,jack-be-little-pumpkin,squash,8,,,April,June,,,,
1300,jack-be-little-pumpkin,squash,9,,,March,May,,,,
1300,jack-be-little-pumpkin,squash,10,,,March,April,,,,
1300,jack-be-little-pumpkin,squash,11,,,,,January,March,May,July
1300,jack-be-little-pumpkin,squash,12,,,,,January,March,May,July
1300,jack-be-little-pumpkin,squash,13,,,,,January,March,May,July
1305,piccolo-grape-tomato,tomato,1,May,May,July,August,,,September,August
1305,piccolo-grape-tomato,tomato,2,April,May,June,July,,,September,September
1305,piccolo-grape-tomato,tomato,10,,,March,April,,,,
1305,piccolo-grape-tomato,tomato,11,January,January,January,February,,,April,June
1305,piccolo-grape-tomato,tomato,12,January,January,January,February,,,April,June
1305,piccolo-grape-tomato,tomato,13,January,January,January,February,,,April,June
1450,provider,bean,1,,,,,July,August,September,August
1450,provider,bean,2,,,,,June,August,September,September
1450,provider,bean,3,,,,,June,July,August,October
1450,provider,bean,4,,,,,June,July,August,September
1450,provider,bean,5,,,,,May,June,August,September
1450,provider,bean,6,,,,,May,June,July,September
1450,provider,bean,7,,,,,April,June,July,August
1450,provider,bean,8,,,,,April,May,June,August
1450,provider,bean,9,,,,,March,April,May,July
1450,provider,bean,10,,,,,February,April,May,June
1450,provider,bean,11,,,,,January,March,April,May
1450,provider,bean,12,,,,,January,March,April,May
1450,provider,bean,13,,,,,January,March,April,May
1451,maxibel,bean,1,,,,,July,August,September,August
1451,maxibel,bean,2,,,,,June,August,September,September
1451,maxibel,bean,3,,,,,June,July,August,October
1451,maxibel,bean,4,,,,,June,July,August,September
1451,maxibel,bean,5,,,,,May,June,August,September
1451,maxibel,bean,6,,,,,May,June,July,September
1451,maxibel,bean,7,,,,,April,June,July,August
1451,maxibel,bean,8,,,,,April,May,June,August
1451,maxibel,bean,9,,,,,March,April,May,July
1451,maxibel,bean,10,,,,,February,April,May,June
1451,maxibel,bean,11,,,,,January,March,April,May
1451,maxibel,bean,12,,,,,January,March,April,May
1451,maxibel,bean,13,,,,,January,March,April,May
1452,fortex,bean,1,,,,,July,August,October,August
1452,fortex,bean,2,,,,,June,August,September,September
1452,fortex,bean,3,,,,,June,July,September,October
1452,fortex,bean,4,,,,,June,July,August,October
1452,fortex,bean,5,,,,,May,June,August,September
1452,fortex,bean,6,,,,,May,June,August,September
1452,fortex,bean,7,,,,,April,June,July,September
1452,fortex,bean,8,,,,,April,May,July,August
1452,fortex,bean,9,,,,,March,April,June,July
1452,fortex,bean,10,,,,,February,April,May,July
1452,fortex,bean,11,,,,,January,March,April,June
1452,fortex,bean,12,,,,,January,March,April,June
1452,fortex,bean,13,,,,,January,March,April,June
1453,fordhook-242,bean,1,,,,,July,August,October,August
1453,fordhook-242,bean,2,,,,,June,August,October,September
1453,fordhook-242,bean,3,,,,,June,July,September,October
1453,fordhook-242,bean,4,,,,,June,July,September,October
1453,fordhook-242,bean,5,,,,,May,June,September,October
1453,fordhook-242,bean,6,,,,,May,June,August,October
1453,fordhook-242,bean,7,,,,,April,June,August,September
1453,fordhook-242,bean,8,,,,,April,May,July,September
1453,fordhook-242,bean,9,,,,,March,April,June,August
1453,fordhook-242,bean,10,,,,,February,April,June,July
1453,fordhook-242,bean,11,,,,,January,March,May,June
1453,fordhook-242,bean,12,,,,,January,March,May,June
1453,fordhook-242,bean,13,,,,,January,March,May,June
1458,jade,bean,1,,,,,July,August,September,August
1458,jade,bean,2,,,,,June,August,September,September
1458,jade,bean,3,,,,,June,July,August,October
1458,jade,bean,4,,,,,June,July,August,October
1458,jade,bean,5,,,,,May,June,August,September
1458,jade,bean,6,,,,,May,June,July,September
1458,jade,bean,7,,,,,April,June,July,August
1458,jade,bean,8,,,,,April,May,June,August
1458,jade,bean,9,,,,,March,April,May,July
1458,jade,bean,10,,,,,February,April,May,June
1458,jade,bean,11,,,,,January,March,April,May
1458,jade,bean,12,,,,,January,March,April,May
1458,jade,bean,13,,,,,January,March,April,May
1460,tavera,bean,1,,,,,July,August,September,August
1460,tavera,bean,2,,,,,June,August,September,September
1460,tavera,bean,3,,,,,June,July,August,October
1460,tavera,bean,4,,,,,June,July,August,October
1460,tavera,bean,5,,,,,May,June,August,September
1460,tavera,bean,6,,,,,May,June,July,September
1460,tavera,bean,7,,,,,April,June,July,August
1460,tavera,bean,8,,,,,April,May,June,August
1460,tavera,bean,9,,,,,March,April,May,July
1460,tavera,bean,10,,,,,February,April,May,June
1460,tavera,bean,11,,,,,January,March,April,May
1460,tavera,bean,12,,,,,January,March,April,May
1460,tavera,bean,13,,,,,January,March,April,May
1465,rocdor,bean,1,,,,,July,August,September,August
1465,rocdor,bean,2,,,,,June,August,September,September
1465,rocdor,bean,3,,,,,June,July,August,October
1465,rocdor,bean,4,,,,,June,July,August,October
1465,rocdor,bean,5,,,,,May,June,August,September
1465,rocdor,bean,6,,,,,May,June,July,September
1465,rocdor,bean,7,,,,,April,June,July,August
1465,rocdor,bean,8,,,,,April,May,June,August
1465,rocdor,bean,9,,,,,March,April,May,July
1465,rocdor,bean,10,,,,,February,April,May,June
1465,rocdor,bean,11,,,,,January,March,April,May
1465,rocdor,bean,12,,,,,January,March,April,May
1465,rocdor,bean,13,,,,,January,March,April,May
1469,sorrel,lettuce,1,,,,,June,July,July,September
1469,sorrel,lettuce,2,,,,,May,July,June,September
1469,sorrel,lettuce,3,,,,,May,June,June,October
1469,sorrel,lettuce,4,,,,,April,June,June,October
1469,sorrel,lettuce,5,,,,,April,May,May,November
1469,sorrel,lettuce,6,,,,,April,May,May,November
1469,sorrel,lettuce,7,,,,,March,May,April,November
1469,sorrel,lettuce,8,,,,,March,April,April,December
1469,sorrel,lettuce,9,,,,,February,March,March,December
1469,sorrel,lettuce,10,,,,,January,March,February,December
1469,sorrel,lettuce,11,,,,,January,February,January,December
1469,sorrel,lettuce,12,,,,,January,February,January,December
1469,sorrel,lettuce,13,,,,,January,February,January,December
1473,northeaster,bean,1,,,,,July,August,September,August
1473,northeaster,bean,2,,,,,June,August,September,September
1473,northeaster,bean,3,,,,,June,July,August,October
1473,northeaster,bean,4,,,,,June,July,August,October
1473,northeaster,bean,5,,,,,May,June,August,September
1473,northeaster,bean,6,,,,,May,June,July,September
1473,northeaster,bean,7,,,,,April,June,July,August
1473,northeaster,bean,8,,,,,April,May,June,August
1473,northeaster,bean,9,,,,,March,April,May,July
1473,northeaster,bean,10,,,,,February,April,May,June
1473,northeaster,bean,11,,,,,January,March,April,May
1473,northeaster,bean,12,,,,,January,March,April,May
1473,northeaster,bean,13,,,,,January,March,April,May
1478,summer-cross-no-3,root-vegetable,1,,,,,June,July,July,September
1478,summer-cross-no-3,root-vegetable,2,,,,,May,July,July,September
1478,summer-cross-no-3,root-vegetable,3,,,,,May,June,June,October
1478,summer-cross-no-3,root-vegetable,4,,,,,April,June,June,October
1478,summer-cross-no-3,root-vegetable,5,,,,,April,May,June,November
1478,summer-cross-no-3,root-vegetable,6,,,,,April,May,May,November
1478,summer-cross-no-3,root-vegetable,7,,,,,March,May,May,November
1478,summer-cross-no-3,root-vegetable,8,,,,,March,April,April,December
1478,summer-cross-no-3,root-vegetable,9,,,,,February,March,March,December
1478,summer-cross-no-3,root-vegetable,10,,,,,January,March,March,December
1478,summer-cross-no-3,root-vegetable,11,,,,,January,February,February,December
1478,summer-cross-no-3,root-vegetable,12,,,,,January,February,February,December
1478,summer-cross-no-3,root-vegetable,13,,,,,January,February,February,December
1479,miyashige,root-vegetable,1,,,,,June,July,July,September
1479,miyashige,root-vegetable,2,,,,,May,July,July,September
1479,miyashige,root-vegetable,3,,,,,May,June,June,October
1479,miyashige,root-vegetable,4,,,,,April,June,June,October
1479,miyashige,root-vegetable,5,,,,,April,May,June,November
1479,miyashige,root-vegetable,6,,,,,April,May,May,November
1479,miyashige,root-vegetable,7,,,,,March,May,May,November
1479,miyashige,root-vegetable,8,,,,,March,April,April,December
1479,miyashige,root-vegetable,9,,,,,February,March,March,December
1479,miyashige,root-vegetable,10,,,,,January,March,March,December
1479,miyashige,root-vegetable,11,,,,,January,February,February,December
1479,miyashige,root-vegetable,12,,,,,January,February,February,December
1479,miyashige,root-vegetable,13,,,,,January,February,February,December
1481,arat,herb,1,May,June,July,August,,,August,August
1481,arat,herb,2,April,May,June,August,,,August,September
1481,arat,herb,3,April,May,June,July,,,July,October
1481,arat,herb,4,March,April,June,July,,,July,October
1481,arat,herb,5,March,April,May,June,,,June,October
1481,arat,herb,6,March,April,May,June,,,June,November
1481,arat,herb,7,February,March,April,June,,,June,November
1481,arat,herb,8,February,March,April,May,,,May,December
1481,arat,herb,9,January,February,March,April,,,April,December
1481,arat,herb,10,January,January,February,April,,,April,December
1481,arat,herb,11,January,January,January,March,,,March,December
1482,premium-greens-mix,lettuce,1,,,,,June,July,June,September
1482,premium-greens-mix,lettuce,2,,,,,May,July,June,September
1482,premium-greens-mix,lettuce,3,,,,,May,June,May,October
1482,premium-greens-mix,lettuce,4,,,,,April,June,May,October
1482,premium-greens-mix,lettuce,5,,,,,April,May,May,November
1482,premium-greens-mix,lettuce,6,,,,,April,May,April,November
1482,premium-greens-mix,lettuce,7,,,,,March,May,April,November
1482,premium-greens-mix,lettuce,8,,,,,March,April,March,December
1482,premium-greens-mix,lettuce,9,,,,,February,March,February,December
1482,premium-greens-mix,lettuce,10,,,,,January,March,February,December
1482,premium-greens-mix,lettuce,11,,,,,January,February,January,December
1482,premium-greens-mix,lettuce,12,,,,,January,February,January,December
1482,premium-greens-mix,lettuce,13,,,,,January,February,January,December
1483,elegance-greens-mix,lettuce,1,,,,,June,July,June,September
1483,elegance-greens-mix,lettuce,2,,,,,May,July,June,September
1483,elegance-greens-mix,lettuce,3,,,,,May,June,May,October
1483,elegance-greens-mix,lettuce,4,,,,,April,June,May,October
1483,elegance-greens-mix,lettuce,5,,,,,April,May,May,November
1483,elegance-greens-mix,lettuce,6,,,,,April,May,April,November
1483,elegance-greens-mix,lettuce,7,,,,,March,May,April,November
1483,elegance-greens-mix,lettuce,8,,,,,March,April,March,December
1483,elegance-greens-mix,lettuce,9,,,,,February,March,February,December
1483,elegance-greens-mix,lettuce,10,,,,,January,March,February,December
1483,elegance-greens-mix,lettuce,11,,,,,January,February,January,December
1483,elegance-greens-mix,lettuce,12,,,,,January,February,January,December
1483,elegance-greens-mix,lettuce,13,,,,,January,February,January,December
1484,alexandria,berry,3,,,June,August,,,September,September
1484,alexandria,berry,4,,,June,July,,,August,September
1484,alexandria,berry,5,,,May,July,,,August,October
1484,alexandria,berry,6,,,May,July,,,August,October
1484,alexandria,berry,7,,,May,June,,,July,October
1484,alexandria,berry,8,,,April,June,,,July,November
1484,alexandria,berry,9,,,March,May,,,June,December
1484,alexandria,berry,10,,,March,April,,,May,December
1485,ruby-red-or-rhubarb-chard,brassica,1,April,May,June,July,June,July,July,September
1485,ruby-red-or-rhubarb-chard,brassica,2,April,May,June,July,May,July,June,September
1485,ruby-red-or-rhubarb-chard,brassica,3,March,April,May,June,May,June,June,October
1485,ruby-red-or-rhubarb-chard,brassica,4,March,April,May,June,April,June,May,October
1485,ruby-red-or-rhubarb-chard,brassica,5,February,March,April,May,April,May,May,November
1485,ruby-red-or-rhubarb-chard,brassica,6,February,March,April,May,April,May,May,November
1485,ruby-red-or-rhubarb-chard,brassica,7,February,March,April,May,March,May,April,November
1485,ruby-red-or-rhubarb-chard,brassica,8,January,February,March,April,March,April,April,December
1485,ruby-red-or-rhubarb-chard,brassica,9,January,January,February,March,February,March,March,December
1485,ruby-red-or-rhubarb-chard,brassica,10,January,January,February,March,January,March,February,December
1485,ruby-red-or-rhubarb-chard,brassica,11,January,January,January,February,January,February,January,December
1485,ruby-red-or-rhubarb-chard,brassica,12,January,January,January,February,January,February,January,December
1485,ruby-red-or-rhubarb-chard,brassica,13,January,January,January,February,January,February,January,December
1487,mrs-burns-lemon,herb,3,April,May,June,July,,,July,October
1487,mrs-burns-lemon,herb,4,March,April,June,July,,,July,October
1487,mrs-burns-lemon,herb,5,March,April,May,June,,,June,October
1487,mrs-burns-lemon,herb,6,March,April,May,June,,,June,November
1487,mrs-burns-lemon,herb,7,February,March,April,June,,,June,November
1487,mrs-burns-lemon,herb,8,February,March,April,May,,,May,December
